,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,monthly,job_state,age,Job Title Simplified,job_role,job_seniority,Salary
388,data scientist,"117,992 ","Position Description :
The Data Scientist will be part of a fast-paced team delivering analysis to support data-driven decisions. You will use statistical and analytical tools to develop smart solutions our clients’ toughest challenges. Must be comfortable in a challenging, collaborative, multi-tasking, dynamic, high-tempo, deadline-intensive environment with a flexible work schedule supporting multiple customers. You will work in close collaboration with senior government and commercial customers providing consultation, recommendations, and support. You must also have excellent listening as well as oral and written communication skills and be able to work collaboratively with customers and colleagues. This is a hybrid role and which will require you work on site but also provide opportunities to work remotely at times. Successful applicants will reside in the National Capital Area, the Niceville, Florida area, or Tidewater area of Virginia.


Qualifications:
Company Overview :




Show more",3.3,Serco North America,"Arlington, VA",10000+ Employees,1987.0,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),0,0,VA,36.0,data scientist,data scientist,2,117992.0
389,data scientist,"107,569 ","At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.
This is Boeing: each of us is an innovator on a mission to connect, protect, explore, and inspire. From seabed to outer space, you’ll learn and grow, contributing to work that shapes the world. Find your future with us.
Boeing Defense, Space & Security (BDS) seeks a Data Scientist to join our Phantom Works team in Berkeley, Missouri.
Position Responsibilities:

U.S. Government Export Control Status: This position must meet export control compliance requirements. To meet export control compliance requirements, a “U.S. Person” as defined by 22 C.F.R. §120.15 is required. “U.S. Person” includes U.S. Citizen, lawful permanent resident, refugee, or asylee.

US based job, US Person required

Show more",3.9,BOEING,"Berkeley, MO",10000+ Employees,1916.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,MO,107.0,data scientist,data scientist,2,107569.0
390,"senior data scientist, ccml","127,300 ","5+ years of data querying languages (e.g. SQL), scripting languages (e.g. Python) or statistical/mathematical software (e.g. R, SAS, Matlab, etc.) experience
4+ years of data scientist experience
Experience with statistical models e.g. multinomial logistic regression
The Creator team’s mission is to make Amazon the Earth’s most desired destination for commerce creators and their content. We own the Associates and Influencer programs and brands across Amazon to ensure a cohesive experience, expand creators’ opportunities to earn through innovation, and launch experiences that reinforce feelings of achievement for creators.
As a Senior Data Scientist in this team, you will be driving the Data Science/ML roadmap in the areas of: creator compensation, channel incrementality, program/feature adoption, marketing campaign analysis, creator segmentation and clustering, creator lifecycle management, predictive analytics, and event forecasting. You will develop statistical and machine learning models to solve for complex business problems, design and run global experiments, and find new ways to optimize the customer experience. You will need to collaborate effectively with internal stakeholders and cross-functional teams to solve problems, create operational efficiencies, and deliver successfully against high organizational standards. You will also help coach/mentor junior scientists in the team.

Key job responsibilities
A day in the life
In this role, you’ll be utilizing your statistics, data analytics and visualization, and creative and critical problem-solving skills to drive new experiments from design to implementation. Rapid development of lightweight predictive analytics models will be your secret weapon. Conclusions and recommendations drawn from your experiments will influence critical business decisions, and inform future science initiatives.

About the team
Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we’re building an environment that celebrates knowledge sharing and mentorship. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded professional and enable them to take on more complex tasks in the future.

We are open to hiring candidates to work out of one of the following locations:

New York, NY, USA

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $127,300/year in our lowest geographic market up to $247,600/year in our highest geographic market. Pay is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. Amazon is a total compensation company. Dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, please visit https://www.aboutamazon.com/workplace/employee-benefits. Applicants should apply via our internal or external career site.
Show more",3.7,Amazon.com Services LLC,"New York, NY",10000+ Employees,1994.0,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,NY,29.0,sr data scientist,data scientist,4,127300.0
391,data scientist,"117,930 ","Overview:
VTG is looking for multiple levels of Data Scientists in Reston, VA.
Qualifications:
TS/SCI clearance with polygraph
BS or B.A. in Computer Science, Engineering, or other Technical Discipline
Senior - 5 + years
Expert - 8+ years
Experience with Large scale data-mgmt. for data sets best-of-breed cloud services
Show more",3.5,VTG,"Reston, VA",1001 to 5000 Employees,1966.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),0,0,VA,57.0,data scientist,data scientist,2,117930.0
392,data scientist - workplace operations & supply chain,"110,000 ","The energy of a newsroom, the pace of a trading floor, the buzz of a recent tech breakthrough; we work hard, and we work fast - while keeping up the quality and accuracy we're known for. It's what keeps us inventing and reinventing, all the time. Our culture is wide open, just like our spaces. We bring out the best in each other through collaboration. Through our countless volunteer projects, we also help network with the communities around us, too. You can do amazing work here. Work you couldn't do anywhere else. It's up to you to make it happen.

What's the role?

Bloomberg's Workplace Operations and Supply Chain Business Intelligence team continually improves our operations teams' ability to make data-driven decisions. You will help us to determine where potential opportunities exist, the information required to effectively analyze our processes, and how to use the findings to improve our operations and strengthen our business strategy.

We're looking for a BI Analyst to join our team to build complex data models, create data visualizations, conduct robust statistical analysis, and build predictive data science models to help the business make smarter decisions. You will work hands-on developing data driven automations, business analytics applications that help monitor performance and identify opportunities for improvement across the organization.


Apply if you think we're a good match. We'll get in touch to let you know that the next steps are, but in the meantime feel free to have a look at: https://www.bloomberg.com/company/what-we-do/

Bloomberg is an equal opportunity employer and we value diversity at our company. We do not discriminate on the basis of age, ancestry, color, gender identity or expression, genetic predisposition or carrier status, marital status, national or ethnic origin, race, religion or belief, sex, sexual orientation, sexual and other reproductive health decisions, parental or caring status, physical or mental disability, pregnancy or maternity/parental leave, protected veteran status, status as a victim of domestic violence, or any other classification protected by applicable law.

Bloomberg provides reasonable adjustment/accommodation to qualified individuals with disabilities. Please tell us if you require a reasonable adjustment/accommodation to apply for a job or to perform your job. Examples of reasonable adjustment/accommodation include but are not limited to making a change to the application process or work procedures, providing documents in an alternate format, using a sign language interpreter, or using specialized equipment. If you would prefer to discuss this confidentially, please email AMER_recruit@bloomberg.net (Americas), EMEA_recruit@bloomberg.net (Europe, the Middle East and Africa), or APAC_recruit@bloomberg.net (Asia-Pacific), based on the region you are submitting an application for.

Salary Range: 100,000 - 120,000 USD Annually + Benefits + Bonus

The referenced salary range is based on the Company's good faith belief at the time of posting. Actual compensation may vary based on factors such as geographic location, work experience, market conditions, education/training and skill level.

We offer one of the most comprehensive and generous benefits plans available and offer a range of total rewards that may include merit increases, incentive compensation [Exempt roles only], paid holidays, paid time off, medical, dental, vision, short and long term disability benefits, 401(k) +match, life insurance, and various wellness programs, among others. The Company does not provide benefits directly to contingent workers/contractors and interns.
Show more",4.1,Bloomberg,United States,10000+ Employees,1981.0,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,United States,42.0,data scientist,data scientist,2,110000.0
393,workforce data scientist,"77,639 ","Workforce Data Scientist
Apply
Workforce Data Scientist
Agency: DEPT OF CITYWIDE ADMIN SVCS
Posted on: 01/25/2024
Job type: Full-time
Location












































Show more",3.6,NYC Careers,"New York, NY",Unknown,1625.0,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,0,0,NY,398.0,workforce data scientist,data scientist,2,77639.0
394,data scientist,"83,714 ","Overview:
Amyx is seeking a Data Analyst to support the upcoming Global Logistics and Support Services contract with Army Sustainment Command at Rock Island, IL.

In this role, you will work directly with the client data science team to enhance the data tools and techniques used to generate reports and vizualizations that summarize data sets and provide data driven insights.

Responsibilities:
Perform advanced analysis and analytics to produce algorithms and/or business process recommendations.

Qualifications:












Show more",4.4,"Amyx, Inc.","Rock Island, IL",501 to 1000 Employees,1999.0,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),0,0,IL,24.0,data scientist,data scientist,2,83714.0
395,sr data scientist,"149,079 ","This person will work with our marketing team and focus on A/b testing and experimentation.

Open to a solid Sr. Marketing Analyst who has the experimentation experience.

4+ years of demonstrated success in product analytics and/or data science in a B2C business.
Show more",3.9,BayOne,"Santa Clara, CA",501 to 1000 Employees,2012.0,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),0,0,CA,11.0,sr data scientist,data scientist,4,149079.0
396,data scientist,"107,200 ","AT A GLANCE
We are looking to hire a Data Scientist to join our RVO Health data science team. We are building an industry leading healthcare platform that will integrate the consumer health journey and help consumers access the right information, care, products, and services at the right time, bringing differentiated value to the lives of millions of people. We are a new joint venture formed via a partnership between Red Ventures, one of the world's premier digital and consumer analytics companies, and UnitedHealth Group, one of the largest healthcare providers in the world. We're developing applications that will impact how we produce media, personalize our site experience, scale our teammates' reach, and provide our services to every consumer. We're a growing team made up of a mix of data scientists, machine learning engineers, analytics engineers, data engineers, and product managers. We welcome candidates from different backgrounds and believe that diverse, inclusive teams are better teams.

Show more",3.6,RVO Health,"Charlotte, NC",1001 to 5000 Employees,2022.0,Company - Private,Hospitals & Health Clinics,Healthcare,Unknown / Non-Applicable,0,0,NC,1.0,data scientist,data scientist,2,107200.0
397,analytics & data science,"104,526 ","Explore exciting career opportunities as an Analytics & Data Scientist at P&C Global. Join our team of dynamic professionals, drive impactful projects, and unlock your leadership potential in a collaborative and growth-oriented environment.
Analytics, Data Science, Natural Language Processing, and Cognitive Science Roles at P&C Global -
Welcome to the world of analytics, data science, natural language processing, and cognitive science at P&C Global. We are seeking passionate individuals to join our team and drive transformative insights through advanced research, analysis, and cognitive technologies. Be part of our dynamic environment where cutting-edge technology meets the power of language and cognitive understanding.
Primary Research:









Show more",-1.0,P&C Global,"Atlanta, GA",1 to 50 Employees,,Company - Private,--,--,Unknown / Non-Applicable,0,0,GA,,analytics & data science,data scientist,unknown,104526.0
398,senior data scientist,"121,933 ","AbbVie’s Operations Business Insights (OBI) group is continuously innovating to transform AbbVie operations organization to enable the use of data and analytics to drive world-class innovation, performance, and agility in service of our patients across the globe.
We are looking for a Senior Data Scientist with wide-ranging analytics experience to work within a diverse operations business which includes Supply Chain, Manufacturing, Quality, Purchasing and Science & Technology. The Senior Data Scientist will build and oversee the building of predictive/prescriptive models using statistical and machine-learning methodologies. The Senior Data Scientist will also ensure end-to-end delivery of assigned data science applications, studies and POCs overseeing project teams of junior data scientists and data analysts. This role will also serve as a key contributor and thought leader to the group strategy, awareness/education activities and discovery/development/ideation of data science opportunities in the various functional areas OBI serves. This role will operate about 50% client-facing and 50% project involvement. Consulting and collaboration skill sets are key to success in this role. This is a demanding role with highly visible impact to senior leaders across the operations context.




Show more",3.9,ABBVIE,"Crystal Lake, IL",10000+ Employees,2013.0,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,0,IL,10.0,sr data scientist,data scientist,4,121933.0
399,lead data scientist,"119,351 ","JOB DESCRIPTION

Join us as we embark on a journey of collaboration and innovation, where your unique skills and talents will be valued and celebrated. Together we will create a brighter future and make a meaningful difference.
As a Lead Data Scientist at JPMorgan Chase within the Employee Platforms team, you are an integral part of an agile team that works to enhance, build, and deliver data collection, storage, access, and analytics solutions in a secure, stable, and scalable way. As a core technical contributor, you are responsible for maintaining critical data pipelines and architectures across multiple technical areas within various business functions in support of the firm’s business objectives.












Our professionals in our Corporate Functions cover a diverse range of areas from finance and risk to human resources and marketing. Our corporate teams are an essential part of our company, ensuring that we’re setting our businesses, clients, customers and employees up for success.
Show more",4.0,JPMorgan Chase & Co,"Columbus, OH",10000+ Employees,1799.0,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),0,0,OH,224.0,lead data scientist,data scientist,5,119351.0
400,analytics engineer/data scientist,"167,319 ","With a startup spirit and 115,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. We dream in digital, dare in reality, and reinvent the ways companies work to make an impact far bigger than just our bottom line. We’re harnessing the power of technology and humanity to create meaningful transformation that moves us forward in our pursuit of a world that works better for people. Now, we’re calling upon the thinkers and doers, those with a natural curiosity and a hunger to keep learning, keep growing., People who thrive on fearlessly experimenting, seizing opportunities, and pushing boundaries to turn our vision into reality. And as you help us create a better world, we will help you build your own intellectual firepower. Welcome to the relentless pursuit of better.








Show more",3.9,Genpact,United States,10000+ Employees,1997.0,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),0,0,United States,26.0,analytics engineer/data scientist,data scientist,2,167319.0
401,data scientist,"110,015 ","Job Description

We are currently hiring a Data Scientist to join our Sterling Heights, MI team to support development of advanced ground vehicle technologies for manned and unmanned platforms for the US Army Combat Capabilities Development Command (CCDC) Ground Vehicle Systems Center (GVSC). As a Data Scientist with DCS, you will perform analysis of human subjects research data for a wide array of GVSC ground vehicle programs.

Essential Job Functions:
Work with the data collection and analysis team to create comprehensive data collection and analysis plans.
Support the human subjects research team to incorporate elements of the data collection and analysis plans into test protocols and test reports.
Analyze human subjects research data to support completion of research objectives. Types of analysis to be performed include classification, regression, cluster analysis, time series analysis, etc.
Code development for pre and post processing of data and subsequent analysis.
Creation of data visualizations.
Provide written explanations of data processing and analysis performed in support of its relevance to research goals.
Position will require occasional travel to support test and integration events.


Due to the sensitivity of customer related requirements, U.S. Citizenship is required.
Must be able to obtain Secret clearance.
Bachelor's Degree in Computer Science, Data Science, Informatics, or similar.
Coding proficiency (ex. Python, R, MATLAB).
Experience with the application of Machine Learning (ML) to Natural Language Processing (NLP) (ex. Text Classification).
Experience with collaborate version control platforms (ex. GitLab, GitHub, BitBucket, Jupyter Notebook).


Familiarity/experience developing or working with military systems.
Familiarity/experience with Human Subjects Research, Institutional Review Board (IRB) processes, and Human Use Committee (HUC) procedures.
Show more",4.4,DCS Corp,"Sterling Heights, MI",1001 to 5000 Employees,1977.0,Company - Private,Research & Development,Management & Consulting,$100 to $500 million (USD),0,0,MI,46.0,data scientist,data scientist,2,110015.0
402,staff data scientist,"158,869 ","Overview
Intuit is looking for innovative and hands-on Staff Data Scientist to join the Intuit AI team.

Come join our collaborative and creative group of data scientists and machine learning engineers and build models that directly affect hundreds of thousands of our customers. In this role you will be building and deploying machine learning models using both analytical algorithms and deep learning approaches.
What you'll bring
Show more",4.4,Intuit,"Atlanta, GA",10000+ Employees,1983.0,Company - Public,Software Development,Information Technology,$10+ billion (USD),0,0,GA,40.0,staff data scientist,data scientist,4,158869.0
403,data analyst,"92,500 ","About Darwin Homes

At Darwin Homes, we fundamentally believe that the rental experience is broken. Too often, property management—serving as the middleman between investors and residents—often means shoddy service, hidden fees, and inefficient processes that shortchange everybody involved. Darwin was built to make residents' and owners' lives easier through an innovative ecosystem of technologies. We have created the best product in the market for residents to discover, tour and lease their future home; and for owners to have complete peace of mind from our modern management and leasing services built around our core values of transparency and professionalism. Darwin Homes is the destination for single-family rental services for property owners and residents.





Show more",2.9,Darwin Homes,Remote,51 to 200 Employees,2018.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,0,Remote,5.0,data analyst,analyst,2,92500.0
404,data quality analyst - contract,"70,975 ","This is a temporary, contract assignment. Will be located on-site in Thomasville, GA.
New contract opportunity for a skilled Data Quality Analyst to develop procedures to enhance the accuracy and integrity of our organization's data. The focus will be data error detection and correction on business processes where data is collected, stored, transformed, or used. Your strong data analysis skills will ensure clean data that can be enacted upon by analytic systems and application code, thereby maintaining our high-quality standards for products and services. The Data Quality Analyst will interact with other teams to resolve data quality-related issues. This is not a Data Scientist position.
Responsibilities
Show more",3.2,"Cleaver-Brooks Sales and Service, Inc.","Thomasville, GA",1001 to 5000 Employees,1931.0,Company - Private,Machinery Manufacturing,Manufacturing,$100 to $500 million (USD),0,0,GA,92.0,data quality analyst - contract,analyst,unknown,70975.0
405,data scientist,"125,631 ","Job Category: Data Scientist
Job Type: M-F; Core Hours (9am-3pm)
Job Location: McLean
SUMMARY Cypher Intelligence LLC is seeking a Data Scientist to support a cleared program in McLean, VA.DUTIES, TASKS, & RESPONSIBILITIES The Sponsor seeks a Data Scientist to support enabling and growth for the Sponsor’s existing automation efforts and drive forward their natural language processing efforts. The Data Scientist shall focus on the sponsor’s business analytics, metrics collection, and analysis efforts to assist sponsor’s management team in addressing questions on sponsor’s work force characteristics, workforce productivity and output, and the value of reporting to the workforce. Responsibilities include, but not limited to: • Work directly with sponsor and other stakeholders to establish working data sets, configurations, and profiles to support metrics analysis. • Design and implement advanced design configurations for complex data sets. • Compile data analysis and reporting needs using deployed tools. • Collaborate closely with the sponsor and other stakeholders to stay current and abreast of changes with current enterprise metadata collection tools. • Produce ad hoc reports/metrics as deemed necessary to answer immediate needs. • Implement sponsor’s coordination process – Active/current TS/SCI with Polygraph – Demonstrated experience with analytic methods and methodological tools in one or more of the following areas: applied mathematics, probability and statistics, data modeling. – Demonstrated experience using Microsoft Excel for data manipulation; using formulas, look ups, pivot tables, etc. – Demonstrated experience with relational databases, ideally Oracle using SQL. – Demonstrated experience translating complex, technical findings into a narrative (Mandatory) (i.e., tell a story with the data) in graphical, verbal, or written form. – Demonstrated experience using the scripting language Python. – Demonstrated experience working with diverse data types. – Demonstrated experience with version control systems, such as GitHub. – Demonstrated knowledge or experience with data science techniques or formal data science training.
Show more",-1.0,Cypher Intelligence,"McLean, VA",Unknown,,Company - Public,--,--,Unknown / Non-Applicable,0,0,VA,,data scientist,data scientist,2,125631.0
406,data analyst,"77,364 ","Analyze historical trade data, market data and system artifacts to support enterprise risk and compliance efforts. Large data sets are typical. Opportunities to partner directly with Quantitative Researchers, Compliance teams, and Trading desks to conduct analysis that drives the evolution and implementation of risk controls, drives project direction, analyzes trading behavior. Utilization of tools like Python/Pandas and Matplotlib to assemble and analyze data, crafting reports to educate the business and influence business decisions.

Does this sound like you? By joining our Technology Compliance team as a Data Scientist, you will gain deep and broad exposure to our expansive trading business. In this highly complex technical environment, you will leverage tools to enable you to detect patterns and anomalies in the data you work with, automating through code and utilizing data visualization techniques and tools to present your work. We’re looking for a self-starter and forward thinker in this role, someone who strives to work through iterations in their work and is keen to leverage existing tools, seek out new resources. In short, we are looking for someone who can create accurate and timely research and analysis.



Show more",4.2,Susquehanna International Group,"Bala Cynwyd, PA",1001 to 5000 Employees,1987.0,Company - Private,Stock Exchanges,Financial Services,Unknown / Non-Applicable,0,0,PA,36.0,data analyst,analyst,2,77364.0
407,college graduate - data science (bs/ms),"137,177 ","Job Description

Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.

With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower peoples digital lives.

Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, Come join us to do something wonderful.

We are looking for world class data engineers to help us build the future of technology.



Education:
The candidate must possess a Bachelors OR Masters degree in Data Science with 3+ months of educational or industry experience.

Discipline in: Data Science

Additional Information:
Life at Intel: https://jobs.intel.com/en/life-at-intel

For information on Intel's immigration sponsorship guidelines, please see:
https://www.intel.com/content/www/us/en/jobs/hiring.html

Intel's Human Resources group is responsible for hiring, developing and retaining the best and brightest employees while continuing to strengthen the company's culture and values. Intel Human Resources provides first-rate, cost-effective services and support to employees worldwide and is dedicated to advancing Intel's business goals.

US, NM, Albuquerque; US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom; US, CA, Santa Clara; US, GA, Atlanta

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here.

Annual Salary Range for jobs which could be performed in US, California: $109,744.00-$164,610.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.

Show more",4.1,INTEL,"Phoenix, AZ",10000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,0,AZ,55.0,college graduate - data science (bs/ms),data scientist,1,137177.0
408,senior data scientist,"131,100 ","Universal Orlando Resort
Job ID: 601686
Category: Analytics, Engineering, Finance, Information Technology, Management
Career Type: Full-Time
Location: Orlando, FL

Here you can
innovate.


Show more",4.0,Universal Orlando Resort,"Orlando, FL",10000+ Employees,1987.0,Subsidiary or Business Segment,Hotels & Resorts,Hotels & Travel Accommodation,$1 to $5 billion (USD),0,0,FL,36.0,sr data scientist,data scientist,4,131100.0
409,data scientist,"122,500 ","Job Description
The Data Scientist will own responsibility for end to end modeling and data product creation based on machine learning over vast data sets. The Data Scientist will be responsible for model design, evaluation, and deployment using standardized Stride coding best practices. Data Scientist will provide technical guidance to other analysts on cross-functional projects and develop understanding the Stride business and the use of this data to improve student retention and academic outcomes. The Data Scientist is deeply experienced, passionate about solving problems through quantitative analysis, comfortable manipulating and summarizing data, and able to set their own priorities and facilitate collaborative work on complex projects. He/she will drive the increased production of data products directly linked to actionable business decisions.


Regular
Show more",3.2,"Stride, Inc.",Virginia,5001 to 10000 Employees,1999.0,Company - Public,Primary & Secondary Schools,Education,$500 million to $1 billion (USD),0,0,Virginia,24.0,data scientist,data scientist,2,122500.0
410,staff data scientist,"160,000 ","Bitsight is a cyber risk management leader transforming how companies manage exposure, performance, and risk for themselves and their third parties. Companies rely on Bitsight to prioritize their cybersecurity investments, build greater trust within their ecosystem, and reduce their chances of financial loss.
Built on over a decade of technological innovation, its integrated solutions deliver value across enterprise security performance, digital supply chains, cyber insurance, and data analysis.
We invented the cyber ratings industry in 2011
Over 3000 customers trust Bitsight
Over 750 teammates are dispersed throughout Boston, Raleigh, New York, Lisbon, Singapore, Argentina, and remote
Show more",4.5,BitSight,Remote,501 to 1000 Employees,2011.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,Remote,12.0,staff data scientist,data scientist,4,160000.0
411,data scientist,"99,734 ","Job Description Job Summary:
Webstaurant Store, the world’s largest online restaurant supply company, is looking for a full-time Applied Data Scientist to join the Business Intelligence and Data Warehousing team. The role will be responsible for applying enhanced predictive analytics, machine learning, and artificial intelligence techniques to the reporting and data discovery needs of departments across the organization. These data-driven solutions are targeted on the Azure cloud platform and/or our inhouse Nvidia Triton LLM server, and will focus on supply chain, sales, warehouse, and call center efficiency.
This role can be remote (See below for remote work requirements) or based in one of our offices (Lititz, PA or Tampa, FL).






















Show more",3.9,WebstaurantStore,"Lititz, PA",1001 to 5000 Employees,2004.0,Company - Private,Other Retail Stores,Retail & Wholesale,$500 million to $1 billion (USD),0,0,PA,19.0,data scientist,data scientist,2,99734.0
412,"data scientist, state street associates, avp","175,000 ","Who We Are Looking For
The Data Scientist – Insights Platform (Assistant Vice President) will be a member of the Insights product team and will assist in analyzing client activity and developing tools and algorithms for Global Markets’ client facing research portal, Insights. The Insights team is part of State Street Associates (SSA), a unique partnership between State Street and thought leaders in academic finance, headquartered in Harvard Square in Cambridge, MA. In collaboration with our academic partners, we produce original research that is frequently published in academic and practitioner journals. This ever-expanding body of work drives our industry leading suite of multi-asset data products in areas such as asset flow and positioning, inflation, and market risk. Global Markets Research has recently been voted #1 in research by Euromoney’s 2023 industry survey. Our clients include the world’s largest and most sophisticated global asset managers and institutional investors.

Why this role is important to us
The team you will be joining is a part of State Street Global Markets (SSGM). When owners and managers of institutional assets need research, trading, securities lending and innovative portfolio strategies, they turn to the SSGM business unit. As our investment research and trading arm, SSGM’s number one goal is to enhance and preserve our clients’ portfolio values by applying technology, optimizing trading, and linking asset classes and markets across the world.
Join us if making your mark in the capital markets industry from day one is a challenge you are up for.

What You Will Be Responsible For
As a Data Scientist AVP, you will
$175,000 - $175,000 Annual
Show more",3.5,State Street,"Cambridge, MA",10000+ Employees,1792.0,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),0,0,MA,231.0,data scientist,data scientist,2,175000.0
413,"staff data scientist, economics","241,900 ","Our mission at Duolingo is to develop the best education in the world and make it universally available. But we've got more left to do — and that's where you come in!
Duolingo is the most popular language-learning application in the world, with over 500 million users and over half a billion exercises completed daily. Beyond our core learning product, we also offer English proficiency testing with the Duolingo English Test, and are bringing new subjects into the Duolingo app, where people can develop their Math and Music skills.
We're looking for an outstanding technical leader in economics and data science who specializes in statistical modeling, causal inference, and/or structural analysis to advance data-centric decision-making at Duolingo. The ideal candidate will collaborate closely with executive leadership in Engineering, Finance, Product Management, and DET to develop and deliver metrics, attribution models, and actionable business analyses. They will evangelize scientific methods and influence strategic business decisions, with an appreciation for the behaviors of Duolingo and DET users. They will be a strong advocate and mentor for the Data Science & Analytics team and help advance their learning, creativity, and growth.

Show more",4.3,Duolingo,"Pittsburgh, PA",201 to 500 Employees,2011.0,Company - Public,Internet & Web Services,Information Technology,$100 to $500 million (USD),0,0,PA,12.0,staff data scientist,data scientist,4,241900.0
414,data scientist i,"100,748 ","Position Description
This position is situated in the Data Insights and Geospatial Information Team, a component of the Enterprise Data and Solutions division in IT. The position involves working collaboratively across the organization to derive insights, enhance clarity, and propose actionable measures through the application of data analytics tools and techniques, ultimately driving positive change in the City of Minneapolis.

Work Location
This position may be eligible for flexible work arrangements, including working remotely 3 days and 2 days working in the office.


















































Show more",3.6,City of Minneapolis,"Minneapolis, MN",1001 to 5000 Employees,1867.0,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,0,0,MN,156.0,data scientist,data scientist,2,100748.0
415,data scientist,"114,148 ","Requires strong understanding of statistical analysis and mathematical analysis; any one combination of Python or R; knowledge and understanding of data modeling and visualization; understanding of graph theory, and application of graph database and modeling; and able to develop cloud analytics and machine learning algorithms. Must be able to communicate effectively with customers, understand requirements and translate necessary features into a model and explain model results. Prefer experience with feature engineering, data cleaning, handling of categorical data; building models with neural networks; and proficiency of tools, tradecraft, and databases

Our Promise
Show more",-1.0,eureka strategic consulting,"Columbia, MD",1 to 50 Employees,,Company - Private,--,--,Unknown / Non-Applicable,0,0,MD,,data scientist,data scientist,2,114148.0
416,data scientist,"96,928 ","The Data Scientist may be responsible for any of the following tasks: Analyzing data that is collected in our current and future products and services. The Data Scientist would need to be able to take this data and apply to the markets our products are in for us to better serve our customers. The Data Scientist must have good communication and organization skills, along with a working knowledge of day to day operations and priorities within their department and the company. Assume other duties as assigned.
Now offering a 4.5-day workweek!




Qualifications: Bachelors or Masters Degree in Statistics or Mathematics preferred or any other quantitative discipline
Strong proficiencies in Python and its frameworks
Knowledge of the products and customers of the Auction and Heavy Equipment industries
Technical expertise regarding data models, database design and development, data mining and segmentation techniques
Strong skills working with technical aspects of SQL, R and Tableau
Knowledge of statistics and experience using statistical packages for analyzing large datasets
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing, and present findings
Excellent oral and written communication skills
Able to work independently and communicate within a team environment
Results oriented
Flexible and open to change
Stable and progressive work history
Professional appearance and demeanor,
Ability to travel by air and ground - valid driver’s license required
Able to work with minimal supervision.
Show more",3.2,"Sandhills Global, Inc.","Lincoln, NE",1001 to 5000 Employees,1978.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD),0,0,NE,45.0,data scientist,data scientist,2,96928.0
